,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2017-03-29,1.58,1.58,1.58,1.58,400,100000.0,0.0,-72.57,-4.18,0.12
1,2017-04-06,1.58,1.58,1.58,1.58,300,75000.0,0.0,0.0,0.0,0.09
2,2018-11-14,2.11,2.11,2.11,2.11,200,60000.0,0.0,33.54,0.53,0.06
3,2018-11-28,2.11,2.11,2.11,2.11,200,60000.0,0.0,0.0,0.0,0.06
4,2019-05-24,2.12,2.12,2.12,2.12,10,3010.0,0.0,0.47,0.01,0.0
5,2019-05-27,3.78,3.78,3.78,3.78,10,5000.0,0.0,78.3,1.66,0.0
6,2019-07-04,2.16,2.16,2.16,2.16,200,60000.0,0.0,-42.86,-1.62,0.06
7,2019-11-05,2.16,2.16,2.16,2.16,200,60000.0,0.0,0.0,0.0,0.06
8,2020-02-19,3.83,3.83,3.83,3.83,10,5000.0,0.0,77.31,1.67,0.0
9,2020-03-02,3.83,3.83,3.83,3.83,10,5000.0,0.0,0.0,0.0,0.0
10,2020-03-03,3.83,3.83,3.83,3.83,10,5000.0,0.0,0.0,0.0,0.0
11,2020-03-04,3.83,3.83,3.83,3.83,60,30000.0,0.0,0.0,0.0,0.02
12,2020-03-05,3.83,3.83,3.83,3.83,70,35000.0,0.0,0.0,0.0,0.02
13,2020-03-06,3.83,5.49,3.83,5.49,150,93000.0,43.34,43.34,1.66,0.05
14,2020-03-09,5.49,5.49,5.49,5.49,30,21000.0,0.0,0.0,0.0,0.01
15,2020-03-11,5.49,5.49,5.49,5.49,30,21000.0,0.0,0.0,0.0,0.01
16,2020-03-12,5.49,5.49,5.49,5.49,30,21000.0,0.0,0.0,0.0,0.01
17,2020-03-16,4.24,5.49,4.24,5.49,90,52900.0,22.77,0.0,0.0,0.03
18,2020-03-17,5.48,5.48,5.46,5.46,20,13950.0,0.36,-0.55,-0.03,0.01
19,2020-03-18,5.46,5.46,5.46,5.46,20,13920.0,0.0,0.0,0.0,0.01
20,2020-03-23,5.46,5.46,5.46,5.46,10,6960.0,0.0,0.0,0.0,0.0
21,2020-03-24,5.49,5.49,5.49,5.49,30,21000.0,0.0,0.55,0.03,0.01
22,2020-03-25,4.24,5.49,4.24,5.49,30,18000.0,22.77,0.0,0.0,0.01
23,2020-12-23,5.76,5.88,5.69,5.79,49994,36209948.0,3.3,0.52,0.03,15.24
24,2020-12-24,5.78,5.82,5.75,5.76,12689,9173895.0,1.21,-0.52,-0.03,3.87
25,2020-12-25,5.77,5.79,5.71,5.73,9140,6571662.0,1.39,-0.52,-0.03,2.79
26,2020-12-28,5.72,5.75,5.61,5.68,6206,4403353.0,2.44,-0.87,-0.05,1.89
27,2020-12-29,5.64,5.73,5.63,5.72,3556,2530829.0,1.76,0.7,0.04,1.08
28,2020-12-30,5.68,5.77,5.68,5.73,2218,1592686.0,1.57,0.17,0.01,0.68
29,2020-12-31,5.69,5.78,5.69,5.76,3629,2614581.0,1.57,0.52,0.03,1.11
30,2021-01-04,5.73,5.76,5.68,5.71,2064,1475324.0,1.39,-0.87,-0.05,0.63
31,2021-01-05,5.71,5.77,5.7,5.76,3989,2864976.0,1.23,0.88,0.05,1.22
32,2021-01-06,5.73,5.75,5.72,5.73,1632,1169103.0,0.52,-0.52,-0.03,0.5
33,2021-01-07,5.73,5.76,5.68,5.73,3644,2611936.0,1.4,0.0,0.0,1.11
34,2021-01-08,5.68,5.76,5.68,5.73,3297,2366241.0,1.4,0.0,0.0,1.0
35,2021-01-11,5.72,5.76,5.68,5.7,4286,3070421.0,1.4,-0.52,-0.03,1.31
36,2021-01-12,5.7,5.76,5.69,5.69,4482,3213765.0,1.23,-0.18,-0.01,1.37
37,2021-01-13,5.7,5.78,5.7,5.76,4819,3468165.0,1.41,1.23,0.07,1.47
38,2021-01-14,5.73,5.78,5.71,5.76,1617,1162580.0,1.22,0.0,0.0,0.49
39,2021-01-15,5.73,5.76,5.73,5.75,686,492998.0,0.52,-0.17,-0.01,0.21
40,2021-01-18,5.73,5.8,5.73,5.77,2470,1782497.0,1.22,0.35,0.02,0.75
41,2021-01-19,5.76,6.14,5.76,6.01,9433,6999652.0,6.59,4.16,0.24,2.87
42,2021-01-20,6.03,6.08,5.76,6.01,8907,6540985.0,5.32,0.0,0.0,2.71
