,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2021-05-27,55.52,66.63,55.52,66.63,4229,28144542.0,24.01,44.0,20.36,1.06
1,2021-05-28,73.29,73.29,73.29,73.29,1345,9860143.0,0.0,10.0,6.66,0.34
2,2021-05-31,80.62,80.62,80.62,80.62,1275,10282920.0,0.0,10.0,7.33,0.32
3,2021-06-01,88.68,88.68,88.68,88.68,1193,10575533.0,0.0,10.0,8.06,0.3
4,2021-06-02,97.55,97.55,97.55,97.55,2872,28016555.0,0.0,10.0,8.87,0.72
5,2021-06-03,107.31,107.31,107.31,107.31,3868,41504611.0,0.0,10.01,9.76,0.97
6,2021-06-04,118.04,118.04,118.04,118.04,6501,76741935.0,0.0,10.0,10.73,1.62
7,2021-06-07,129.84,129.84,129.84,129.84,3389,44000699.0,0.0,10.0,11.8,0.85
8,2021-06-08,142.82,142.82,142.82,142.82,3956,56498307.0,0.0,10.0,12.98,0.99
9,2021-06-09,157.1,157.1,157.1,157.1,22448,352662160.0,0.0,10.0,14.28,5.61
10,2021-06-10,172.81,172.81,172.81,172.81,9608,166036712.0,0.0,10.0,15.71,2.4
11,2021-06-11,190.09,190.09,190.09,190.09,8271,157222869.0,0.0,10.0,17.28,2.07
12,2021-06-15,209.1,209.1,209.1,209.1,61362,1283071888.0,0.0,10.0,19.01,15.34
13,2021-06-16,209.0,230.01,204.0,230.01,292614,6395612928.0,12.44,10.0,20.91,73.14
14,2021-06-17,215.0,245.45,210.01,241.5,131908,3025036992.0,15.41,5.0,11.49,32.97
15,2021-06-18,265.62,265.65,254.45,265.65,60399,1587007344.0,4.64,10.0,24.15,15.1
16,2021-06-21,260.22,264.77,246.0,257.56,57967,1482440128.0,7.07,-3.05,-8.09,14.49
17,2021-06-22,255.05,269.99,252.0,259.3,48091,1257002192.0,6.98,0.68,1.74,12.02
18,2021-06-23,249.0,258.19,241.2,254.6,54284,1354991280.0,6.55,-1.81,-4.7,13.57
19,2021-06-24,252.0,252.5,235.0,235.14,43832,1053469408.0,6.87,-7.64,-19.46,10.96
20,2021-06-25,235.14,243.16,231.55,235.0,43519,1031250080.0,4.94,-0.06,-0.14,10.88
21,2021-06-28,230.0,245.0,226.0,244.0,44169,1051001296.0,8.09,3.83,9.0,11.04
22,2021-06-29,242.06,268.4,240.0,268.4,56665,1449579040.0,11.64,10.0,24.4,14.16
23,2021-06-30,261.0,270.0,245.0,250.8,55558,1409337168.0,9.31,-6.56,-17.6,13.89
24,2021-07-01,247.0,258.8,240.01,250.0,33534,843324432.0,7.49,-0.32,-0.8,8.38
25,2021-07-02,249.0,257.49,237.0,244.21,32894,813309008.0,8.2,-2.32,-5.79,8.22
26,2021-07-05,244.0,263.0,237.18,258.22,36336,906516480.0,10.57,5.74,14.01,9.08
27,2021-07-06,257.3,276.0,256.1,259.8,47396,1258783440.0,7.71,0.61,1.58,11.85
28,2021-07-07,262.19,285.7,262.19,285.0,50708,1397782944.0,9.05,9.7,25.2,12.67
29,2021-07-08,276.3,279.45,262.8,263.86,46998,1271989888.0,5.84,-7.42,-21.14,11.75
30,2021-07-09,260.0,262.37,248.0,257.67,36004,910979424.0,5.45,-2.35,-6.19,9.0
31,2021-07-12,255.0,255.84,244.41,246.28,37914,938988272.0,4.44,-4.42,-11.39,9.48
32,2021-07-13,247.5,260.01,245.18,249.99,42333,1065728960.0,6.02,1.51,3.71,10.58
33,2021-07-14,246.0,255.02,239.91,249.94,30399,755728176.0,6.04,-0.02,-0.05,7.6
34,2021-07-15,239.98,245.3,235.0,242.6,44207,1061391664.0,4.12,-2.94,-7.34,11.05
