,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2022-02-23,54.71,70.71,53.14,56.72,144586,848592160.0,78.93,154.81,34.46,75.46
1,2022-02-24,51.71,62.21,51.37,56.31,112022,635576992.0,19.11,-0.72,-0.41,58.47
2,2022-02-25,54.21,66.09,54.21,60.76,119280,721771424.0,21.1,7.9,4.45,62.26
3,2022-02-28,60.67,69.66,56.69,67.71,110659,686617056.0,21.35,11.44,6.95,57.76
4,2022-03-01,64.71,74.71,63.21,73.05,111450,768944480.0,16.98,7.89,5.34,58.17
5,2022-03-02,70.91,76.19,66.21,66.97,108323,755121216.0,13.66,-8.32,-6.08,56.54
6,2022-03-03,64.01,72.19,62.91,68.71,98130,669844960.0,13.86,2.6,1.74,51.22
7,2022-03-04,69.71,82.51,69.3,82.51,66859,530942752.0,19.23,20.08,13.8,34.9
8,2022-03-07,84.71,89.61,69.71,73.91,121249,950109248.0,24.12,-10.42,-8.6,63.28
9,2022-03-08,73.89,75.59,61.21,63.7,86690,578754704.0,19.46,-13.81,-10.21,45.25
10,2022-03-09,61.31,66.04,58.71,65.7,70355,447408224.0,11.51,3.14,2.0,36.72
11,2022-03-10,66.71,71.37,64.3,66.93,76720,517527712.0,10.76,1.87,1.23,40.04
12,2022-03-11,64.21,65.47,61.81,62.52,64569,411202416.0,5.47,-6.59,-4.41,33.7
13,2022-03-14,61.72,63.07,56.32,56.37,59066,351323808.0,10.8,-9.84,-6.15,30.83
14,2022-03-15,54.75,55.84,51.4,51.71,51076,277652656.0,7.88,-8.27,-4.66,26.66
15,2022-03-16,53.1,53.86,48.26,52.22,53869,276558224.0,10.83,0.99,0.51,28.12
16,2022-03-17,51.59,55.01,50.31,51.99,55444,295023712.0,9.0,-0.44,-0.23,28.94
17,2022-03-18,52.44,54.3,52.17,52.8,43958,234448147.0,4.1,1.56,0.81,22.94
18,2022-03-21,51.91,57.83,51.91,57.26,72050,401778864.0,11.21,8.45,4.46,37.61
19,2022-03-22,57.26,57.26,52.6,53.18,49741,270831264.0,8.14,-7.13,-4.08,25.96
20,2022-03-23,52.72,54.27,51.41,51.64,34092,181023770.0,5.38,-2.9,-1.54,17.79
21,2022-03-24,50.71,53.56,48.82,52.39,38258,199946981.0,9.18,1.45,0.75,19.97
22,2022-03-25,52.19,52.38,49.58,49.71,32217,164140768.0,5.34,-5.12,-2.68,16.82
23,2022-03-28,49.29,51.11,46.97,47.06,32098,156063343.0,8.33,-5.33,-2.65,16.75
24,2022-03-29,47.24,48.89,47.07,47.47,26126,125582853.0,3.87,0.87,0.41,13.64
25,2022-03-30,47.13,47.21,45.11,46.03,30625,141720791.0,4.42,-3.03,-1.44,15.98
26,2022-03-31,46.31,46.4,43.81,43.91,31905,144206722.0,5.63,-4.61,-2.12,16.65
27,2022-04-01,43.5,46.66,43.18,45.05,42003,190019486.0,7.93,2.6,1.14,21.92
28,2022-04-06,45.31,49.51,44.71,46.66,43005,204154529.0,10.65,3.57,1.61,22.45
29,2022-04-07,47.31,48.66,44.98,46.05,38182,180633079.0,7.89,-1.31,-0.61,19.93
30,2022-04-08,44.62,45.21,42.53,43.12,33817,147521454.0,5.82,-6.36,-2.93,17.65
31,2022-04-11,42.21,43.56,41.12,41.71,21151,89865853.0,5.66,-3.27,-1.41,11.04
32,2022-04-12,42.53,44.56,41.89,42.55,19272,83207038.0,6.4,2.01,0.84,10.06
33,2022-04-13,41.24,43.97,40.37,43.35,32514,138203669.0,8.46,1.88,0.8,16.97
34,2022-04-14,42.71,43.97,41.72,42.14,24220,104749586.0,5.19,-2.79,-1.21,12.64
35,2022-04-15,41.91,44.3,41.41,42.67,26673,115633948.0,6.86,1.26,0.53,13.92
36,2022-04-18,41.77,43.71,40.74,42.83,23298,98741508.0,6.96,0.37,0.16,12.16
37,2022-04-19,43.71,44.71,42.61,43.27,27450,120146380.0,4.9,1.03,0.44,14.33
38,2022-04-20,42.21,43.03,40.72,41.0,22589,95418577.0,5.34,-5.25,-2.27,11.79
39,2022-04-21,41.01,41.09,37.61,37.9,27119,107170146.0,8.49,-7.56,-3.1,14.15
40,2022-04-22,37.84,42.26,37.66,39.73,30197,120831548.0,12.14,4.83,1.83,15.76
41,2022-04-25,40.31,42.01,35.82,35.85,30549,120113645.0,15.58,-9.77,-3.88,15.94
42,2022-04-26,34.48,43.08,34.48,40.35,68586,272552048.0,23.99,12.55,4.5,35.8
43,2022-04-27,38.47,38.91,35.51,37.79,53639,200931510.0,8.43,-6.34,-2.56,28.0
44,2022-04-28,36.99,41.71,36.72,39.86,60791,237985510.0,13.2,5.48,2.07,31.73
45,2022-04-29,38.5,44.45,37.73,43.12,64038,266984471.0,16.86,8.18,3.26,33.42
46,2022-05-05,42.63,44.67,40.91,44.26,65213,283823104.0,8.72,2.64,1.14,34.04
47,2022-05-06,42.43,46.2,42.27,44.71,61839,277451328.0,8.88,1.02,0.45,32.28
48,2022-05-09,43.71,46.5,43.01,45.91,60346,274077856.0,7.81,2.68,1.2,31.5
49,2022-05-10,44.71,46.96,44.32,45.89,49934,229879681.0,5.75,-0.04,-0.02,26.06
50,2022-05-11,47.21,55.13,47.21,49.3,96836,502864672.0,17.26,7.43,3.41,50.54
51,2022-05-12,45.71,47.66,43.91,46.71,66270,308246656.0,7.61,-5.25,-2.59,34.59
52,2022-05-13,46.75,47.17,43.57,43.79,51467,232129010.0,7.71,-6.25,-2.92,26.86
53,2022-05-16,43.61,44.66,42.71,43.51,30581,134738367.0,4.45,-0.64,-0.28,15.96
54,2022-05-17,43.54,44.21,40.13,40.67,39302,162439231.0,9.38,-6.53,-2.84,20.51
55,2022-05-18,40.52,41.2,40.08,40.29,20302,82818483.0,2.75,-0.93,-0.38,10.6
56,2022-05-19,39.67,41.05,39.29,40.3,23190,93814258.0,4.37,0.02,0.01,12.1
57,2022-05-20,40.28,44.17,39.51,43.63,58158,245284048.0,11.56,8.26,3.33,30.35
58,2022-05-23,46.26,50.91,46.21,49.92,92277,453245232.0,10.77,14.42,6.29,48.16
59,2022-05-24,47.21,49.89,45.92,46.82,70223,339362240.0,7.95,-6.21,-3.1,36.65
60,2022-05-25,46.8,48.69,45.26,47.81,56681,269318448.0,7.33,2.11,0.99,29.58
