,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2020-02-21,470.0,538.88,448.03,500.1,112927,5423759234.0,33.51,84.46,228.98,72.7
1,2020-02-24,487.13,494.97,458.0,462.0,50303,2376652912.0,7.39,-7.62,-38.1,32.38
2,2020-02-25,440.0,477.0,435.06,468.99,34847,1614975807.0,9.08,1.51,6.99,22.43
3,2020-02-26,461.0,465.0,438.0,443.01,26776,1207243210.0,5.76,-5.54,-25.98,17.24
4,2020-02-27,446.47,446.47,417.17,418.16,25818,1098879080.0,6.61,-5.61,-24.85,16.62
5,2020-02-28,410.0,442.5,404.0,433.0,25877,1104687796.0,9.21,3.55,14.84,16.66
6,2020-03-02,433.39,447.65,422.0,443.63,18853,827243846.0,5.92,2.45,10.63,12.14
7,2020-03-03,449.88,453.04,432.03,432.1,16556,732376320.0,4.74,-2.6,-11.53,10.66
8,2020-03-04,424.4,427.0,415.01,421.52,13566,568469896.0,2.77,-2.45,-10.58,8.73
9,2020-03-05,426.68,444.0,426.68,435.23,13441,586997430.0,4.11,3.25,13.71,8.65
10,2020-03-06,429.59,468.0,426.05,458.03,19537,885557408.0,9.64,5.24,22.8,12.58
11,2020-03-09,450.0,452.14,438.88,438.88,12472,553539488.0,2.9,-4.18,-19.15,8.03
12,2020-03-10,438.89,447.98,422.2,447.63,15281,668574768.0,5.87,1.99,8.75,9.84
13,2020-03-11,445.01,448.0,430.11,431.0,10089,442580672.0,4.0,-3.72,-16.63,6.49
14,2020-03-12,421.0,424.4,413.02,416.59,9767,408196952.0,2.64,-3.34,-14.41,6.29
15,2020-03-13,390.0,412.85,388.01,404.5,9841,392547636.0,5.96,-2.9,-12.09,6.34
16,2020-03-16,409.5,409.66,374.18,374.97,12107,469789872.0,8.77,-7.3,-29.53,7.79
17,2020-03-17,381.0,384.9,348.28,365.92,11200,406363648.0,9.77,-2.41,-9.05,7.21
18,2020-03-18,367.99,372.55,348.01,348.5,8982,324791104.0,6.71,-4.76,-17.42,5.78
19,2020-03-19,346.0,353.0,333.39,348.0,10543,361482208.0,5.63,-0.14,-0.5,6.79
20,2020-03-20,351.99,353.99,345.0,351.19,6229,217971466.0,2.58,0.92,3.19,4.01
21,2020-03-23,340.0,340.0,325.57,326.16,8155,269761696.0,4.11,-7.13,-25.03,5.25
22,2020-03-24,335.1,337.45,319.6,332.09,6319,208485575.0,5.47,1.82,5.93,4.07
23,2020-03-25,338.0,355.1,338.0,345.7,9481,330734736.0,5.15,4.1,13.61,6.1
24,2020-03-26,340.22,343.0,332.45,335.2,5476,183934153.0,3.05,-3.04,-10.5,3.53
25,2020-03-27,338.89,342.99,327.41,329.83,6589,218109177.0,4.65,-1.6,-5.37,4.24
26,2020-03-30,319.5,345.49,315.11,344.0,11441,372588928.0,9.21,4.3,14.17,7.37
27,2020-03-31,343.15,351.69,343.07,345.5,6356,220429948.0,2.51,0.44,1.5,4.09
28,2020-04-01,345.0,351.51,338.1,340.12,5203,178951583.0,3.88,-1.56,-5.38,3.35
29,2020-04-02,340.2,349.62,335.0,348.5,6656,228578243.0,4.3,2.46,8.38,4.28
30,2020-04-03,347.67,347.67,338.0,338.0,5999,205481350.0,2.77,-3.01,-10.5,3.86
31,2020-04-07,343.0,347.59,340.0,340.0,6001,206555677.0,2.25,0.59,2.0,3.86
32,2020-04-08,338.0,338.5,333.51,333.59,4416,148097556.0,1.47,-1.89,-6.41,2.84
33,2020-04-09,335.9,338.58,333.9,335.9,3537,118738972.0,1.4,0.69,2.31,2.28
34,2020-04-10,337.0,337.0,321.0,322.6,4888,159592525.0,4.76,-3.96,-13.3,3.15
35,2020-04-13,319.01,325.94,315.26,320.0,4670,148477147.0,3.31,-0.81,-2.6,3.01
36,2020-04-14,320.05,329.7,319.0,328.64,3250,105851841.0,3.34,2.7,8.64,2.09
37,2020-04-15,328.0,337.8,327.11,331.44,4191,139963982.0,3.25,0.85,2.8,2.7
38,2020-04-16,332.5,333.95,325.3,331.0,2051,67828846.0,2.61,-0.13,-0.44,1.32
39,2020-04-17,332.71,336.55,328.2,331.02,2940,98122291.0,2.52,0.01,0.02,1.89
40,2020-04-20,328.0,330.0,320.08,322.58,4391,142045747.0,3.0,-2.55,-8.44,2.83
41,2020-04-21,320.0,323.48,318.05,319.2,2392,76461875.0,1.68,-1.05,-3.38,1.54
42,2020-04-22,318.15,329.48,316.73,326.7,3838,124251418.0,3.99,2.35,7.5,2.47
43,2020-04-23,326.7,355.6,326.7,349.22,8352,284629032.0,8.85,6.89,22.52,5.38
44,2020-04-24,350.0,369.52,343.22,366.57,11004,396771152.0,7.53,4.97,17.35,7.08
45,2020-04-27,365.01,375.66,358.8,360.18,5890,214411543.0,4.6,-1.74,-6.39,3.79
46,2020-04-28,350.0,351.8,316.2,339.34,11076,369161200.0,9.88,-5.79,-20.84,7.13
47,2020-04-29,333.11,348.6,330.33,339.38,5100,173843789.0,5.38,0.01,0.04,3.28
48,2020-04-30,342.52,380.0,342.0,376.0,10745,392793408.0,11.2,10.79,36.62,6.92
49,2020-05-06,368.99,386.7,366.81,384.7,7926,300520496.0,5.29,2.31,8.7,5.1
50,2020-05-07,382.0,384.0,368.28,368.58,5604,210458805.0,4.09,-4.19,-16.12,3.61
51,2020-05-08,372.0,376.88,370.0,374.7,5958,222270788.0,1.87,1.66,6.12,3.84
52,2020-05-11,374.7,378.0,364.7,365.37,4290,158635274.0,3.55,-2.49,-9.33,2.76
53,2020-05-12,365.37,367.59,349.0,357.99,5844,208555581.0,5.09,-2.02,-7.38,3.76
54,2020-05-13,356.33,374.97,356.0,372.92,6177,227296843.0,5.3,4.17,14.93,3.98
55,2020-05-14,372.5,376.0,369.8,374.59,4065,151771650.0,1.66,0.45,1.67,2.62
56,2020-05-15,375.14,383.0,373.3,376.62,4726,179100188.0,2.59,0.54,2.03,3.04
57,2020-05-18,378.83,382.39,361.13,364.98,6145,225265721.0,5.64,-3.09,-11.64,3.96
58,2020-05-19,371.0,385.0,365.34,382.7,6672,250240107.0,5.39,4.86,17.72,4.3
