,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2022-04-20,60.08,70.88,59.08,65.28,101274,654633936.0,14.55,-19.49,-15.8,48.22
1,2022-04-21,65.48,66.58,60.27,60.59,55766,355438256.0,9.67,-7.18,-4.69,26.55
2,2022-04-22,59.38,62.48,57.24,58.53,37455,227484547.0,8.65,-3.4,-2.06,17.84
3,2022-04-25,58.08,58.08,51.86,52.06,32878,182801428.0,10.63,-11.05,-6.47,15.66
4,2022-04-26,53.58,54.98,51.73,52.08,20930,113292384.0,6.24,0.04,0.02,9.97
5,2022-04-27,51.2,56.77,48.93,55.1,35706,192976480.0,15.05,5.8,3.02,17.0
6,2022-04-28,54.58,56.75,51.18,55.08,25804,139704832.0,10.11,-0.04,-0.02,12.29
7,2022-04-29,54.68,59.07,54.63,56.65,22692,130159330.0,8.06,2.85,1.57,10.81
8,2022-05-05,59.08,61.08,57.08,59.29,20805,125677231.0,7.06,4.66,2.64,9.91
9,2022-05-06,57.28,58.58,55.21,55.58,19377,112371163.0,5.68,-6.26,-3.71,9.23
10,2022-05-09,55.08,59.08,55.02,57.68,12744,74338943.0,7.3,3.78,2.1,6.07
11,2022-05-10,57.1,60.88,56.25,59.04,16758,100846633.0,8.03,2.36,1.36,7.98
12,2022-05-11,59.08,61.68,58.38,59.11,19810,121547768.0,5.59,0.12,0.07,9.43
13,2022-05-12,59.11,61.48,58.88,60.28,11088,67728532.0,4.4,1.98,1.17,5.28
14,2022-05-13,61.06,62.68,60.08,61.24,13268,82867610.0,4.31,1.59,0.96,6.32
15,2022-05-16,61.44,62.68,57.96,58.45,16642,101229058.0,7.71,-4.56,-2.79,7.92
16,2022-05-17,58.39,60.76,57.33,60.76,15257,91768272.0,5.87,3.95,2.31,7.26
17,2022-05-18,60.21,62.63,58.71,58.78,11947,73071272.0,6.45,-3.26,-1.98,5.69
18,2022-05-19,57.98,58.86,57.2,58.32,10314,60894695.0,2.82,-0.78,-0.46,4.91
19,2022-05-20,58.61,59.07,57.01,58.18,10599,62352038.0,3.53,-0.24,-0.14,5.05
20,2022-05-23,58.17,58.87,56.6,57.52,13715,79995078.0,3.9,-1.13,-0.66,6.53
21,2022-05-24,57.5,58.22,53.08,53.59,13045,74011062.0,8.94,-6.83,-3.93,6.21
22,2022-05-25,53.59,54.63,52.96,54.63,7542,41207637.0,3.12,1.94,1.04,3.59
23,2022-05-26,54.63,54.63,53.48,53.96,8179,44858043.0,2.11,-1.23,-0.67,3.89
24,2022-05-27,54.0,54.91,52.68,52.97,5484,30024325.0,4.13,-1.83,-0.99,2.61
25,2022-05-30,53.64,54.28,52.21,54.16,7065,38338699.0,3.91,2.25,1.19,3.36
26,2022-05-31,54.08,59.58,53.49,58.98,20628,120151204.0,11.24,8.9,4.82,9.82
27,2022-06-01,59.08,67.27,58.98,62.38,33683,215292485.0,14.06,5.76,3.4,16.04
28,2022-06-02,61.79,66.08,61.44,64.85,20639,133363751.0,7.44,3.96,2.47,9.83
29,2022-06-06,65.29,71.08,65.08,67.58,29249,201493822.0,9.25,4.21,2.73,13.93
